code,role
709476,{"id":1342,"name":"709476_magarini_kilifi"}
709302,{"id":1347,"name":"709302_nyatike_migori"}
705555,{"id":1352,"name":"705555_mweasubcounty_embu"}
600318,{"id":1357,"name":"600318_rachuonyonorth_homabay"}
708504,{"id":1362,"name":"708504_nakuruwest_nakuru"}
702219,{"id":2621,"name":"702219_mathare_nairobi"}
701958,{"id":2626,"name":"701958_embakasicentral_nairobi"}
601353,{"id":2631,"name":"601353_kienieast_nyeri"}
708878,{"id":2638,"name":"708878_dagorettisouth_nairobi"}
700506,{"id":2643,"name":"700506_shinyalu_kakamega"}
709631,{"id":2648,"name":"709631_kilifinorth_kilifi"}
705841,{"id":2657,"name":"705841_belgut_kericho"}
711843,{"id":2662,"name":"711843_mwingicentral_kitui"}
600495,{"id":2667,"name":"600495_ugunja_siaya"}
702021,{"id":2671,"name":"702021_makadara_nairobi"}
702095,{"id":2676,"name":"702095_ruaraka_nairobi"}
701954,{"id":2681,"name":"701954_makadara_nairobi"}
700458,{"id":2686,"name":"700458_lungalunga_kwale"}
709969,{"id":2691,"name":"709969_nakuruwest_nakuru"}
708776,{"id":2696,"name":"708776_westlands_nairobi"}
709492,{"id":2701,"name":"709492_subukia_nakuru"}
600737,{"id":2705,"name":"600737_khwisero_kakamega"}
708800,{"id":2710,"name":"708800_kasarani_nairobi"}
710001,{"id":2718,"name":"710001_aldai_nandi"}
701867,{"id":2723,"name":"701867_embakasiwest_nairobi"}
711194,{"id":2728,"name":"711194_kipkelionwest_kericho"}
702147,{"id":2737,"name":"702147_dagorettisouth_nairobi"}
712872,{"id":2749,"name":"712872_gilgil_nakuru"}
701023,{"id":2753,"name":"701023_kuresoisouth_nakuru"}
708814,{"id":2758,"name":"708814_westlands_nairobi"}
602494,{"id":2767,"name":"602494_bureti_kericho"}
601644,{"id":2772,"name":"601644_kamukunji_nairobi"}
600312,{"id":2777,"name":"600312_nyatike_migori"}
700375,{"id":2782,"name":"700375_malava_kakamega"}
701625,{"id":2787,"name":"701625_nyatike_migori"}
710053,{"id":2796,"name":"710053_kipkelioneast_kericho"}
710123,{"id":2800,"name":"710123_tinderet_nandi"}
709617,{"id":2809,"name":"709617_kilifinorth_kilifi"}
702210,{"id":2814,"name":"702210_mathare_nairobi"}
702985,{"id":2819,"name":"702985_rangwe_homabay"}
600752,{"id":2824,"name":"600752_mumiaseast_kakamega"}
702230,{"id":2829,"name":"702230_dagorettisouth_nairobi"}
709664,{"id":2832,"name":"709664_molo_nakuru"}
709493,{"id":2840,"name":"709493_subukia_nakuru"}
600492,{"id":2845,"name":"600492_ugunja_siaya"}
709444,{"id":2850,"name":"709444_magarini_kilifi"}
602863,{"id":2855,"name":"602863_rachuonyonorth_homabay"}
701854,{"id":2859,"name":"701854_embakasieast_nairobi"}
712634,{"id":2864,"name":"712634_naivasha_nakuru"}
701142,{"id":2869,"name":"701142_kuresoinorth_nakuru"}
701071,{"id":2873,"name":"701071_mwinginorth_kitui"}
700796,{"id":2877,"name":"700796_matungu_kakamega"}
700350,{"id":2881,"name":"700350_homabaytown_homabay"}
602615,{"id":2886,"name":"602615_rarieda_siaya"}
602326,{"id":2891,"name":"602326_rarieda_siaya"}
701114,{"id":2895,"name":"701114_mwingicentral_kitui"}
701734,{"id":2900,"name":"701734_soinsigowet_kericho"}
600305,{"id":2905,"name":"600305_nyatike_migori"}
708647,{"id":2910,"name":"708647_makadara_nairobi"}
709200,{"id":2919,"name":"709200_kilifisouth_kilifi"}
713286,{"id":2927,"name":"713286_mbeerenorth_embu"}
708784,{"id":2932,"name":"708784_kamukunji_nairobi"}
